Date,Revenue,SEM,SEMCard,SEMPBook,SEMOther,SEMBrand,Display,FB,Affiliate,Partners,TV,TVImpression,DM,SEM_LTA,Display_LTA,FB_LTA,Affiliates_LTA,Partners_LTA,SEM_MTA,Display_MTA,FB_MTA,Affiliates_MTA,Partners_MTA
7/25/2012,1453785,23938,12334,5370,3556,2678,20666,0,2162,15585,0,0,260432,107936,65771,3391,47899,119039,108520,67561,0,36199,103682
7/26/2012,620026,21791,10709,5108,3647,2327,19445,0,1378,20023,0,0,260432,55362,44529,965,22222,103302,56406,38991,0,16155,86358
7/27/2012,502762,17380,7941,4203,3114,2122,16968,0,231,17180,0,0,260432,52647,37350,1097,22528,87133,42167,29352,0,14406,74127
7/28/2012,575138,16501,7050,4559,2881,2011,15896,0,99,16424,0,0,260432,52050,31919,1274,21621,91731,45550,28736,0,16211,78210
7/29/2012,805158,20007,8909,5446,3307,2345,21497,0,1645,22563,0,0,260432,75453,49744,578,27787,125532,66675,47543,0,19762,110759
7/30/2012,882968,25342,12169,6540,3926,2707,24631,0,3218,25826,0,0,260432,75362,48415,1145,27247,140323,74120,47832,0,21054,122775
7/31/2012,955770,23961,12054,5810,3639,2457,30418,0,2720,36352,0,0,260432,76650,54911,1174,32278,189870,68433,51456,0,19546,165406
8/1/2012,815869,24911,13191,5658,3746,2317,22097,0,2814,27169,0,0,235100,71333,50088,2109,29141,146173,64939,43757,0,19483,136194
8/2/2012,583851,22703,12175,4812,3525,2191,18333,0,2989,17012,0,0,235100,54227,43353,1331,21830,100185,51679,39271,0,14463,85916
8/3/2012,522629,19740,10161,4428,3274,1877,16695,0,2655,17533,0,0,235100,46909,35730,1123,19841,97469,45094,33261,0,12163,79092
8/4/2012,484503,17861,8583,4477,3217,1583,13717,0,4257,16458,0,0,235100,47753,33948,1143,16514,94091,40653,33405,0,12263,76544
8/5/2012,940549,22602,10419,6004,3740,2438,19229,0,2650,23772,0,0,235100,71266,46791,1586,30927,130629,69012,56100,0,24108,115354
8/6/2012,958906,27460,14550,6186,4064,2660,19319,0,4504,22759,0,0,235100,74926,47634,1714,33333,135934,73818,53609,0,23206,125063
8/7/2012,722408,24563,13049,5649,3571,2294,16964,0,3820,18764,0,0,235100,70997,44087,2636,27665,113500,64902,45657,0,20326,100663
8/8/2012,888645,22935,11500,5373,3899,2164,15239,0,3702,18036,0,0,235100,75915,45209,1716,34602,115415,70514,50396,0,24636,105878
8/9/2012,637054,24300,12781,5226,3951,2341,21256,0,3306,25244,0,0,235100,57771,40688,1308,22035,130568,54519,42785,0,16981,114719
8/10/2012,611552,22460,11633,4661,3674,2492,17415,0,2693,25216,0,0,235100,52909,36500,1375,21145,130032,49542,38440,0,16231,118682
8/11/2012,539854,19762,9736,4875,3325,1826,13976,0,2766,22054,0,0,235100,51461,29856,393,20247,114208,46805,33759,0,15695,99637
8/12/2012,699517,25976,14728,5465,3715,2067,17209,0,1499,27314,0,0,235100,63794,41535,1126,25899,147423,61649,47986,0,17774,127493
8/13/2012,900160,30912,18911,5097,4332,2573,18194,0,863,28758,0,0,235100,66047,38111,2094,29769,158416,67518,54105,0,22583,156419
8/14/2012,881312,30602,18628,5376,4258,2340,18508,0,2586,32452,0,0,235100,72735,42067,3130,28404,185214,68423,56789,0,23639,182651
8/15/2012,731173,27181,15487,5099,4320,2275,18164,0,3696,29911,0,0,235100,67008,35457,3708,27841,143551,60532,46201,0,19111,132596
8/16/2012,689594,24402,13658,4712,3982,2050,15282,0,3543,22916,0,0,235100,60371,33993,1547,24990,117792,60369,38665,0,16325,106469
8/17/2012,555038,22251,11970,4846,3562,1874,12308,0,2771,19928,0,0,235100,48695,26876,2634,19492,105217,47954,33889,0,13559,91724
8/18/2012,538985,21052,10584,5114,3704,1650,10151,0,2933,18176,0,0,235100,55202,26157,1884,21984,97823,49535,30752,0,14974,88118
8/19/2012,762901,25201,13376,5912,3850,2063,13309,0,3604,24729,0,0,235100,79950,38087,2856,29362,134695,69532,44387,0,19882,113924
8/20/2012,837879,31975,18218,6607,4308,2843,14065,0,3862,24265,0,0,235100,82600,37857,2582,30415,135650,72492,50265,0,24188,119439
8/21/2012,954767,32030,18202,6222,4386,3220,13241,0,3857,24455,0,0,235100,84804,36821,3387,29227,138065,77598,52628,0,24580,123723
8/22/2012,1089975,30697,17394,5694,4163,3446,13175,0,3792,24774,0,0,235100,111827,38474,4489,35407,154940,95367,48979,0,28844,137297
8/23/2012,631505,29039,16377,5495,3903,3263,11469,0,3347,21976,0,0,235100,64745,29666,1958,20682,111805,55880,35071,0,15730,98119
8/24/2012,600275,25568,14158,4622,3879,2909,12977,0,2604,23862,0,0,235100,59191,20546,1407,17487,116689,51105,31286,0,14746,104861
8/25/2012,551299,26100,15357,4435,3620,2688,12883,0,2191,23476,0,0,235100,57996,15231,2969,17892,119922,49678,28128,0,13820,101609
8/26/2012,759606,30928,18405,5317,3966,3240,14982,0,2778,30846,0,0,235100,84600,25503,2716,25103,152689,71029,38325,0,19210,130484
8/27/2012,885578,36941,22882,5764,4653,3643,12587,0,3697,34595,0,0,235100,84353,21728,2756,28343,161602,75507,38750,0,19212,147569
8/28/2012,1067541,34953,21985,5208,4488,3272,13248,0,3408,41652,0,0,235100,82109,21002,2549,29452,190085,74920,37974,0,24026,188971
8/29/2012,942362,30841,18830,4408,4544,3060,12703,0,3559,30107,0,0,235100,76288,19823,2459,29947,155687,67709,34603,0,22289,152139
8/30/2012,715243,26081,14454,4746,3899,2982,10898,0,3088,29475,0,0,235100,70459,14657,3634,21668,136169,58383,25934,0,15190,129932
8/31/2012,679215,21872,11328,4344,3520,2680,9870,0,1613,30073,0,0,235100,81484,16256,3028,26271,132932,54239,26887,0,17209,120798
9/1/2012,573860,20842,10061,4310,3694,2777,8011,0,1756,21371,0,0,461529,70797,20295,2354,23064,101641,50753,22814,0,14475,90693
9/2/2012,685463,23683,11424,5328,3842,3090,8115,0,2330,22558,0,0,461529,90665,22710,2988,24886,113546,66602,27010,0,17599,101239
9/3/2012,1320036,28488,14205,6022,4653,3608,10413,0,4235,33470,0,0,461529,154083,38114,4947,49266,183923,125924,48676,0,32503,168932
9/4/2012,2089594,32271,16817,6027,4872,4556,13611,0,6060,36111,0,0,461529,168937,45925,11213,86966,188528,130256,74509,0,62624,195467
9/5/2012,1532842,30191,15823,5742,4717,3909,9416,0,10264,29469,0,0,461529,156835,34758,12016,60403,192584,122605,51671,0,42317,176756
9/6/2012,776149,28446,16733,5358,2593,3763,7841,0,4982,25076,0,0,461529,73779,13338,4765,28253,107864,65037,30104,0,21226,98178
9/7/2012,649436,25572,15387,4627,2126,3432,6790,0,3872,24567,0,0,461529,63125,10442,2855,23585,100389,53003,22907,0,18114,89721
9/8/2012,699173,25785,15432,5234,1786,3333,6650,0,2858,24679,0,0,461529,68103,10943,2812,24179,109068,57497,24208,0,19660,92448
9/9/2012,1009197,29861,18006,6163,1845,3847,6947,0,2823,32541,0,0,461529,98971,12986,3721,32237,152542,81699,30673,0,23657,135042
9/10/2012,1072943,32270,21048,5354,1492,4376,6254,0,3592,29833,0,0,461529,92848,9463,3618,35331,143911,81354,29980,0,27030,131704
9/11/2012,1160445,28270,18030,5205,1081,3954,6131,0,3549,29239,0,0,461529,92259,9273,4395,34450,141760,78200,35196,0,29260,125042
9/12/2012,1480792,26184,15199,5689,1011,4285,6871,0,4932,32200,0,0,461529,108597,7447,4376,47540,162604,90355,29875,0,39094,162018
9/13/2012,1362321,23665,13060,5490,1138,3978,6171,0,5457,32049,0,0,461529,97455,9486,3919,39738,155120,80381,29450,0,30385,160983
9/14/2012,596161,21234,11948,4945,1218,3123,5358,0,3189,19597,0,0,461529,59936,8371,2046,19293,103181,51484,13464,0,13340,110116
9/15/2012,542961,20525,11144,5475,1077,2829,4788,0,1649,20045,0,0,461529,61090,12296,2254,18633,100887,46082,13491,0,13576,97489
9/16/2012,747294,25813,13970,6912,1378,3553,5962,0,1993,25014,0,0,461529,90076,18004,1990,24243,133029,70716,19309,0,16868,130998
9/17/2012,805350,29327,16960,6708,1795,3865,7270,0,1898,24908,0,0,461529,89369,20892,2238,26205,129585,71776,19351,0,17251,133745
9/18/2012,1108258,28055,16403,6122,1914,3616,8227,0,2396,25955,0,0,461529,100792,25372,3723,35990,148326,85702,26380,0,24408,154231
9/19/2012,685646,25840,13439,4840,2280,5280,6535,0,2498,20381,0,0,461529,66849,17636,1777,19318,111124,61427,15965,0,14905,110907
9/20/2012,582518,23805,10803,4211,2130,6661,6954,0,1483,20935,0,0,461529,59259,15197,1798,18457,107339,50154,15742,0,13319,104098
9/21/2012,794595,32707,9572,3817,2055,17263,8783,0,2768,34908,0,0,461529,61778,11119,2254,24452,128484,58107,18263,0,18460,122891
9/22/2012,672623,17643,8919,4124,1961,2640,6783,0,2210,29239,0,0,461529,68019,10800,1481,19257,130794,54303,14540,0,14601,130268
9/23/2012,859306,21904,11524,5177,1982,3220,7717,0,2091,42519,0,0,461529,94642,21134,2286,23474,196968,78370,22653,0,17082,189275
9/24/2012,1027151,25680,13771,5713,2664,3531,7402,0,2390,51148,0,0,461529,95496,20346,3494,32164,239591,75275,24555,0,20958,243621
9/25/2012,1158288,25708,13693,6268,2438,3309,7854,0,2596,69112,0,0,461529,103407,17920,3887,36944,283159,84382,25459,0,23585,292962
9/26/2012,933943,24671,13270,5934,2422,3045,10501,0,2972,82682,0,0,461529,82921,16706,3665,27812,297040,64910,21664,0,18438,316408
9/27/2012,737230,22364,12136,5081,2356,2791,8876,0,836,53297,0,0,461529,77468,13142,2684,29338,218663,57189,18254,0,16425,226310
9/28/2012,528276,18536,9972,4191,2032,2341,5075,0,1485,11892,0,0,461529,62387,12014,2133,20564,77216,52112,14064,0,13779,70092
9/29/2012,626421,19006,9896,4953,1950,2207,7657,0,1933,12082,0,0,461529,65280,12010,3112,20557,88029,55955,16396,0,14284,77858
9/30/2012,956457,23110,12887,5203,2188,2833,7148,0,1876,17029,0,0,461529,109686,19921,4633,34462,126527,87649,23768,0,19534,112626
10/1/2012,757706,11397,6442,1863,1307,1786,22132,4024,3699,15807,0,0,114988,61356,26719,4437,36421,95325,68468,21448,1265,21959,81966
10/2/2012,674454,27228,15403,6106,2659,3059,21869,4411,2663,17966,0,0,114988,72426,31183,4862,21691,83338,67040,22428,2575,18547,66235
10/3/2012,585662,24854,13865,5637,2618,2734,22524,4411,2388,14771,0,0,114988,70004,32312,4905,23545,69468,59886,19134,1610,15176,62141
10/4/2012,542133,22051,12374,4518,2542,2618,21501,2187,1885,13232,0,0,114988,73279,33800,2168,18301,70280,61917,18849,975,13206,57079
10/5/2012,586509,18591,10094,3724,2366,2407,21736,2187,1979,14997,0,0,114988,62787,33937,1567,18054,70774,57452,20581,805,12031,57937
10/6/2012,611112,17443,9008,3846,2237,2352,20474,0,1369,13859,0,0,114988,74025,30799,1925,20921,71620,64639,19794,453,14186,57738
10/7/2012,1037773,21355,11589,3970,2696,3099,22917,0,681,19709,0,0,114988,116082,51479,1548,32284,115965,102965,35482,442,21790,88294
10/8/2012,845329,25874,15036,4201,2989,3647,23199,1857,6,18141,0,0,114988,94839,52307,1522,25622,100541,84320,31366,242,18319,79292
10/9/2012,1001955,24793,14497,3703,2645,3948,28319,1857,1944,28170,0,0,114988,91300,49653,11844,30734,101396,84539,34941,1100,21738,80916
10/10/2012,1085518,26817,16417,3808,3349,3243,29262,3392,6528,29199,0,0,114988,106260,48266,17029,41501,108841,90438,36876,3351,28065,92881
10/11/2012,1089462,26469,16729,3174,3813,2752,24765,3392,5474,17703,0,0,114988,103545,55768,10268,36855,96939,89857,34298,1716,24536,82764
10/12/2012,610696,29561,20113,2848,3854,2746,22795,1990,3162,12320,0,0,114988,69451,37710,8562,21688,67469,60016,26386,1891,15695,54894
10/13/2012,569682,27363,17962,2977,3893,2531,22318,1990,2132,11984,0,0,114988,73715,37070,9137,20410,65604,62127,25623,2480,14715,54352
10/14/2012,911743,32729,22054,3337,4076,3262,25469,2265,2694,18272,0,0,114988,111477,55981,5283,30262,102942,93791,38604,2318,22501,78181
10/15/2012,818583,37703,26549,3211,4782,3162,25416,2265,776,16915,0,0,114988,100817,48532,4810,25752,92862,81858,33293,2467,17616,71932
10/16/2012,837344,25799,15320,3102,4447,2930,24781,2368,1313,14618,0,0,114988,99815,48965,5665,25724,86856,90402,31242,2300,17953,69567
10/17/2012,861105,22427,13109,2857,4025,2436,24948,2368,2021,14450,0,0,114988,95598,53350,7162,25062,92731,80601,30467,2657,17522,71968
10/18/2012,1394611,22826,12835,3028,4439,2523,28790,2189,2451,18710,0,0,114988,134567,59162,13454,41411,131761,106547,40581,5192,26762,99012
10/19/2012,599304,24013,15425,2498,3945,2145,29631,2189,2209,11824,0,0,114988,63678,37820,6645,18412,71768,63587,26229,3260,11447,59183
10/20/2012,544932,22100,13679,2496,3725,2199,24277,2563,1471,11167,0,0,114988,75939,37008,5724,19468,66527,60160,25347,3269,12219,51289
10/21/2012,985833,27903,17576,2968,4384,2976,32088,2563,2763,28542,0,0,114988,106183,50660,9031,28650,113412,95502,40890,5321,19550,90686
10/22/2012,991076,35294,23289,3678,5109,3218,33694,2620,3744,27113,0,0,114988,96704,55497,10215,31309,103159,86022,45592,5838,21413,84622
10/23/2012,847357,32819,20937,4339,4816,2727,27576,2620,3251,15194,0,0,114988,92267,48261,10466,26686,96639,79856,32610,4998,18596,82680
10/24/2012,912423,32358,20264,4219,4728,3148,26387,1677,2183,16266,0,0,114988,108905,49708,8511,32831,109330,85745,36570,3846,19171,106179
10/25/2012,644093,28342,16645,3908,4961,2829,25543,1677,2414,15435,0,0,114988,76657,40765,6015,22701,94500,65771,25871,3052,11907,92265
10/26/2012,575760,22757,12479,3573,4267,2439,22992,1664,2013,14486,0,0,114988,65756,44290,5420,21896,84386,57927,26662,2572,10279,83982
10/27/2012,594301,23228,13275,3836,3679,2438,21047,1664,1637,12327,0,0,114988,79875,44935,6471,23391,78071,70025,29971,3535,13218,70205
10/28/2012,910259,28354,16358,4569,4665,2762,23639,2854,1974,20511,0,0,114988,108536,61773,10442,32544,130161,91932,44162,5462,18941,109209
10/29/2012,1017681,31592,18269,5069,5264,2990,24253,2854,2577,19745,0,0,114988,114675,64586,11420,37212,130560,99246,45698,5677,22369,111780
10/30/2012,998201,30129,17744,4268,5153,2964,22824,2861,2541,18877,0,0,114988,127947,65950,11503,38905,131561,100165,40992,4633,26684,119361
10/31/2012,1087819,24600,14621,3546,3661,2772,26098,2861,3831,26587,0,0,114988,109145,58227,23632,44898,145387,89387,44555,7055,26122,127716
11/1/2012,1380032,30745,18565,4309,3953,3917,29176,15792,5634,33531,0,0,7284637,135519,86997,35028,51469,157224,110263,67455,14487,37773,130095
11/2/2012,2020551,30578,18626,4477,3489,3985,37513,15792,7696,51110,0,0,7284637,168897,91204,54001,75625,218970,137688,78718,25775,52952,176629
11/3/2012,1028337,34981,22924,4852,3779,3427,19658,7809,6893,18943,0,0,7284637,136569,72157,24960,38083,129757,110932,47737,12218,22691,110138
11/4/2012,1912768,50215,34091,6717,4599,4808,24721,7809,4060,28914,0,0,7284637,235618,128612,30207,65158,227281,188690,83209,16377,42868,188313
11/5/2012,1055365,59440,43301,6269,4979,4890,21043,5928,4032,19891,0,0,7284637,144159,70235,16981,34239,136993,115697,49812,9656,22230,124391
11/6/2012,959529,53255,38393,5981,4664,4216,21394,5928,2781,18060,6885,883400,7284637,137085,69243,16440,32754,121606,104799,44834,8394,21164,114115
11/7/2012,1447655,51481,35735,6296,5001,4448,24885,7852,2929,21481,77805,7152100,7284637,170853,76101,15441,45117,169562,139450,67016,10108,29312,154869
11/8/2012,1216157,52778,36264,6021,5667,4826,26403,7852,3843,20453,29028,3743300,7284637,158269,72946,23744,36727,150320,131562,52689,14707,23901,132059
11/9/2012,1077107,43840,28125,6341,5170,4205,25063,6055,2934,19096,60767,7023900,7284637,171751,74900,23397,35769,137397,126509,49747,11414,21712,122822
11/10/2012,1374292,49199,31939,6316,6204,4741,25209,6055,2951,22590,66955,7592400,7284637,210978,87076,30453,46861,166844,159674,65906,19064,29160,148144
11/11/2012,2190891,64181,43101,7404,7346,6331,29334,5407,3839,32408,62581,6997300,7284637,333906,144729,33931,73209,262141,248202,112996,23033,44638,235417
11/12/2012,2777959,68625,45410,8173,8563,6480,35505,5407,5452,41095,10978,1439400,7284637,397187,167458,28077,92224,325059,298407,136577,18702,52527,300633
11/13/2012,3245797,63453,41514,6783,8359,6797,36317,3211,6022,45282,53333,4553100,7284637,475394,193571,28444,104589,386997,310938,142678,17010,54726,380228
11/14/2012,5648721,67656,45378,6530,8811,6937,49471,3211,9365,44983,31641,3154600,7284637,731234,292207,33487,184482,511434,463941,223217,20261,90917,413400
11/15/2012,1632250,69698,48645,6605,8347,6101,31165,6332,9748,21058,23732,2705000,7284637,238645,96119,13464,48378,165506,159922,78133,7725,31154,139326
11/16/2012,1508285,58835,38779,5250,8009,6798,30418,6332,3549,20344,42258,5289800,7284637,220309,83721,17720,49657,169135,148601,71074,8080,23457,139774
11/17/2012,1949183,67063,45648,6686,8573,6155,30891,3965,3513,24180,44635,6384500,7284637,307827,106616,23185,71796,215599,196540,97299,11806,33809,186395
11/18/2012,4331892,106570,78183,7629,11845,8913,39717,3965,6640,43123,58772,5813000,7284637,617456,189722,26208,131631,437568,408259,186460,22639,69667,360376
11/19/2012,3760406,111779,79780,8311,15016,8671,38471,4536,8568,35070,27145,3047000,7284637,537750,178310,22505,130834,392196,328235,161297,14746,56368,334217
11/20/2012,2248671,72970,46414,8169,11173,7214,38710,4536,7668,32218,37902,3589800,7284637,333127,118004,18184,80152,253432,230240,104991,10964,42683,218409
11/21/2012,2008629,59846,40262,5886,6816,6882,39203,4242,7894,34013,28148,3978800,7284637,307797,108595,21097,84941,250644,203011,92735,8685,41546,229671
11/22/2012,2058643,57213,39792,5437,5736,6248,33833,4242,6888,27579,37974,4705500,7284637,296091,101160,20686,76280,231756,200420,91024,10661,42317,200695
11/23/2012,4697371,135758,102037,10573,13132,10016,45587,7480,10278,53073,25326,3663500,7284637,633019,198493,39514,171856,504339,443644,194853,22537,90292,437208
11/24/2012,4107510,145740,107165,11741,16433,10401,43005,7480,12670,51052,60132,6134000,7284637,706763,221911,60531,150265,484822,469224,200557,30247,77820,407500
11/25/2012,6925946,229174,179381,12609,18667,18517,54275,8523,14350,72329,67714,7034600,7284637,1104457,310514,91476,231701,755551,734709,288906,50078,120014,650690
11/26/2012,7893757,190851,137964,12905,24929,15053,60498,8523,18125,76385,37275,4453700,7284637,1144297,359287,99450,282465,805758,797759,330098,54533,140136,712374
11/27/2012,5194230,129776,89011,10011,17288,13467,55678,5222,12010,60257,46067,4146100,7284637,893169,309068,68737,190407,592558,572701,236915,35543,90969,518079
11/28/2012,8514772,141386,99117,10621,18059,13591,67814,5222,3,80309,50939,6434400,7284637,1155282,429350,67323,308039,910237,778030,325593,33003,147088,809896
11/29/2012,3500644,132900,97099,10087,12223,13491,59428,19461,3749,52350,37861,5031300,7284637,617130,220252,55526,120968,407489,420224,165945,26190,65130,360845
11/30/2012,3701109,119807,85838,8691,14314,10964,63575,19461,8821,65859,33681,5227800,7284637,687652,251773,58638,125719,468966,464612,186119,25446,65657,419464
12/1/2012,6187149,153904,112232,11628,17236,12808,72338,25863,10739,86575,58860,9216600,153503,1055548,366456,118158,210639,720011,740074,298069,63972,116459,615309
12/2/2012,13080589,247684,192946,13995,21714,19030,91396,25863,18970,117714,61140,8120300,153503,2325281,764434,276279,420394,1366130,1517010,600508,131937,239057,1158615
12/3/2012,5554738,194924,141442,13808,23048,16627,74409,10881,22897,79675,35724,5426800,153503,1043952,347427,115671,191140,682691,716143,278715,55975,108500,654104
12/4/2012,5685686,139215,89890,10663,21845,16817,70360,10881,12014,96466,63015,7575500,153503,1033377,397214,87867,207138,797940,703944,307423,43570,104017,809892
12/5/2012,6919340,141467,95444,8777,20695,16551,88060,8438,14506,83234,51836,6772500,153503,1102848,433202,74569,228820,818040,783684,338854,44898,125340,718873
12/6/2012,5447822,120787,82290,8115,16026,14355,79703,8438,15732,69937,21967,3375000,153503,1014480,403177,62406,171678,664941,700580,309536,33798,97278,588803
12/7/2012,4731073,129115,82054,9048,19144,18869,71716,28427,10479,67559,46527,6410900,153503,970143,363783,66346,148603,600274,645388,276073,32892,82501,534186
12/8/2012,6264732,172730,114812,14964,27681,15274,71496,28427,11302,78588,38713,6473800,153503,1289157,474996,122257,189284,771518,858342,371541,61601,109685,672886
12/9/2012,12059237,291951,212733,19715,36206,23297,113442,28167,14555,126605,65069,8644100,153503,2400559,874752,273405,368363,1402719,1543824,667770,137339,207342,1203757
12/10/2012,7701895,259496,184763,19536,36868,18328,110412,28167,20058,106094,36354,4807200,153503,1509621,550479,152848,230368,1023544,1053845,454978,84108,130453,887037
12/11/2012,7668359,148173,76582,19337,35160,17094,112893,12794,17039,85349,35111,6232000,153503,1414010,536788,158385,237525,901682,1019138,448447,91903,136813,770993
12/12/2012,6475103,133721,66394,19338,32479,15509,116394,12794,15582,74022,46239,6222200,153503,1282603,462681,119294,207683,759877,891581,387527,70568,115109,656613
12/13/2012,6595067,131819,66340,19064,32605,13810,144119,8453,12731,74736,30725,4229200,153503,1239383,477250,137769,219215,787580,859849,396159,71246,115976,668818
12/14/2012,6657499,106569,48590,16279,29680,12019,117120,8453,13535,74590,40138,5955800,153503,1183800,465216,93656,220858,776285,796379,364707,50056,111882,674502
12/15/2012,4909404,128921,69355,18019,28848,12699,86869,12695,13884,62343,68898,9946100,153503,907377,402048,61595,158507,618091,756316,373981,48043,96984,526822
12/16/2012,7468127,173839,106272,19334,33726,14508,106379,12695,13450,87589,72802,10255200,153503,1405686,512152,75646,246011,936736,1142164,326162,33994,145961,763020
12/17/2012,6630762,136018,71280,17365,32493,14881,98123,11957,17086,84372,0,0,153503,1187172,541754,124484,221856,873535,941674,461197,67951,119088,743685
12/18/2012,5034337,80667,29623,11084,27614,12346,90345,11957,14132,62380,0,0,153503,893600,417889,86152,161613,664128,716971,351279,57890,94123,557957
12/19/2012,3953589,65841,26185,8217,21069,10370,71067,10516,11141,49914,0,0,153503,677107,339924,53858,128219,467540,545824,287156,40614,69839,390119
12/20/2012,1849550,58307,23158,6195,16939,12016,46869,10516,6447,29768,0,0,153503,351505,163279,28509,58964,225541,273883,135262,19669,33532,187945
12/21/2012,1253760,44109,19319,5135,13492,6163,36038,20179,3717,23341,0,0,153503,240666,105851,20308,44312,168702,189384,93223,14690,26596,136231
12/22/2012,1096142,37281,16737,4554,11728,4263,33084,20179,2838,22794,0,0,153503,220077,80934,28224,39861,145328,167194,80913,18422,24553,124856
12/23/2012,1081096,33026,13658,4032,11093,4243,32462,31109,2599,23728,0,0,153503,200104,77773,33550,36263,150232,156458,73006,21005,19218,127947
12/24/2012,706237,30167,14993,3233,8574,3366,26940,31109,1946,13582,0,0,153503,127785,54074,21655,23539,86375,103833,49172,15414,12886,72393
12/25/2012,739468,24620,7808,3369,9631,3812,25692,36794,1063,14202,0,0,153503,133454,53854,34504,21847,91140,105691,46032,21814,13806,73570
12/26/2012,1589927,42193,15193,6103,15304,5593,35960,36794,2806,33378,0,0,153503,290621,108730,64594,55072,210938,225340,95925,42216,30599,188485
12/27/2012,1457099,39497,14907,5669,13471,5449,49392,6353,3524,45786,0,0,153503,232980,98237,31725,41088,250924,189519,87960,21303,26152,241571
12/28/2012,1191258,34199,12700,4576,11835,5088,43144,6353,2785,36405,0,0,153503,203864,91870,19064,36834,202242,157522,75509,14523,21037,198820
12/29/2012,1166945,33443,12197,4591,11875,4780,37856,5537,2476,24268,0,0,153503,205951,93670,18254,38043,182355,163499,81274,13902,22003,173581
12/30/2012,1316011,35970,13134,4901,12784,5152,38025,5537,2751,31657,0,0,153503,228228,107806,20550,44604,219600,178386,90134,12313,24903,215068
12/31/2012,1382362,27917,9530,3574,10684,4129,32632,9697,3280,25873,0,0,153503,205243,97282,18233,43480,207589,182203,102020,14046,25654,180183
1/1/2013,1815434,38740,13578,5018,15125,5018,14768,6798,2425,37546,0,0,286695,293774,133602,29255,53554,220029,217407,131454,20334,32049,194562
1/2/2013,1281542,47639,19169,4468,18969,5033,18847,5361,2808,36205,0,0,286695,219785,101084,22551,35813,158833,169522,97734,17120,23662,137522
1/3/2013,1075440,37819,16672,4203,12194,4751,21513,5361,2443,32090,0,0,286695,175324,88560,19426,31060,132635,140501,80717,13891,19630,114822
1/4/2013,922562,30608,12034,4105,10307,4162,20388,1400,2000,27384,0,0,286695,159566,85129,13992,30192,115739,122912,69102,10085,20079,104773
1/5/2013,1071686,30745,12265,4334,9839,4307,19784,1400,2168,30953,0,0,286695,181235,83012,12673,34803,137652,146918,79612,11285,19149,124111
1/6/2013,1413237,35178,13721,5052,11784,4620,23008,1279,2238,35989,0,0,286695,251201,109174,13160,40754,169328,191154,107307,10884,25928,147106
1/7/2013,1248375,34081,13844,4436,11362,4438,24745,1279,2858,34807,0,0,286695,193207,86374,10214,34776,139020,160604,84950,7568,21832,126381
1/8/2013,1307334,30454,12340,3806,10242,4066,25856,1142,2711,34648,0,0,286695,217679,98166,12346,36527,147631,166195,86150,8009,22420,134963
1/9/2013,1702334,27760,11068,3547,8971,4173,31657,1142,3428,41150,0,0,286695,275864,123827,11298,54307,187786,204562,106743,6783,30081,172597
1/10/2013,1026097,23471,9943,3137,6236,4154,20831,1209,3851,24815,0,0,286695,129121,57738,13592,24080,94095,116299,62498,8357,17718,86688
1/11/2013,711943,22340,9142,2848,6806,3544,16520,1209,1630,20734,0,0,286695,95092,43192,4070,19953,86408,83823,48237,3179,13993,76587
1/12/2013,785894,23159,9851,2865,6648,3795,15403,1388,1687,22928,0,0,286695,116337,46200,5749,22773,94067,96371,55454,4686,15228,85502
1/13/2013,1082182,28794,12112,3763,8391,4527,20434,1388,2174,29260,0,0,286695,157782,71289,8260,32857,131051,134705,73691,5805,20449,120128
1/14/2013,1304650,29419,12495,4242,8136,4546,24668,1580,2398,33795,0,0,286695,150734,53931,6735,35808,121641,136116,69658,6954,23254,113807
1/15/2013,1404658,26674,10314,4440,7499,4421,27552,1580,2468,34602,0,0,286695,150576,57148,7796,36161,135330,138324,69687,6252,24870,123184
1/16/2013,2977250,24544,7198,5281,7101,4964,54843,1311,4063,63930,0,0,286695,215463,67755,8761,73087,213188,217673,107169,10004,52759,196404
1/17/2013,673754,21036,6015,5234,6224,3563,15270,1311,4720,21450,0,0,286695,93093,44014,6226,21182,87774,81395,43471,4259,12326,85391
1/18/2013,538016,19309,5655,4552,5534,3568,13714,1263,1376,20439,0,0,286695,84781,42326,4316,15654,82254,70008,35980,1906,9637,76078
1/19/2013,578939,18928,5477,4170,5662,3619,12927,1263,805,16051,0,0,286695,84107,38447,5631,16289,84388,68787,37826,2261,9781,72234
1/20/2013,793542,24320,7211,5666,7020,4422,16075,1557,1274,24849,0,0,286695,133167,56258,7834,21918,112020,109831,53052,5399,13248,102563
1/21/2013,948575,26826,8490,5776,7895,4666,18786,1557,2083,27725,0,0,286695,141097,60664,5821,27702,122542,116733,58360,3547,15795,110359
1/22/2013,803700,26334,9505,5709,6999,4122,16660,1440,1591,22985,0,0,286695,118533,59619,5529,23218,105270,96579,51419,3064,13373,99057
1/23/2013,1114724,27711,11253,5664,6634,4160,17874,1440,1905,26179,0,0,286695,135692,63571,6092,31190,132594,119001,57341,3219,17180,124963
1/24/2013,630691,25443,9822,5697,5940,3984,9118,712,1343,23280,0,0,286695,88936,47597,3096,18450,91311,71713,36374,1659,10869,85716
1/25/2013,557866,27974,13435,4982,5915,3643,5204,712,1,22451,0,0,286695,87041,35062,2132,19107,87368,68330,32570,1699,9915,86407
