DATE,SEMREVENUE,DISPLAYREVENUE,PARTNERREVENUE,AFFILIATEREVENUE,DIRECTMAILREVENUE,EMAILREVENUE,NATURALSEARCHREVENUE,PUREORGANICREVENUE,SHARESITESREVENUE,UNKNOWNREVENUE,TOTALREVENUE,SEMCOST,DISPLAYCOST,PARTNERCOST,AFFILIATECOST,DIRECTMAILCOST
6/22/2011,62902.1,42184.04,44679.85,27920.37,3778.58,341653.66,58070.04,34786.75,90376.98,16764,723116.37,31360.33047,25773,23321,6051,10726
6/23/2011,25102.9,31791.79,24103.77,7115.48,3396.74,106913.1,22596.34,27245.73,45287.57,30236.65,323790.07,34710.10027,25638,16837,5562,10726
6/24/2011,27728.08,31541.97,26099.02,8361.1,2774.51,75011.17,20137.64,30116.94,46424.76,7595.2,275790.39,23616.12977,24811,17363,2605,10726
6/25/2011,27638.08,27777.77,28279.01,9610.06,3271.2,102170.7,20604.97,25892.53,34774.07,11982.61,292001,17817.12184,22965,20418,2101,10726
6/26/2011,41652.15,38968.76,41123.04,16307.48,3902.65,147200.54,30841.64,41341.58,60844.04,18261.31,440443.19,23004.03988,23411,33626,2533,10726
6/27/2011,45811.88,44451.9,56362.75,18426.43,3664.75,171706.66,35450.5,41273.38,73139.62,24298.12,514585.99,26066.63018,25204,52034,3840,10726
6/28/2011,41666.42,6060.55,77230.02,17259.58,4855.45,104224.72,33758.99,76256.49,66408.62,17578.73,445299.57,12586.22007,25407,73354,4013,10726
6/29/2011,45846.29,8228.05,50960.86,18027.95,5479.65,100205.06,34133.39,72103.52,70397.08,18383.71,423765.56,9366.999981,22924,29949,4289,10726
6/30/2011,34952.94,37880.9,60250.6,15045.05,3582.25,92801.85,30113.58,33448.53,49941.07,17554.43,375571.2,10193.41014,26635,35181,3581,10726
7/1/2011,26893.07,25319.96,16429.91,9072.52,1254.19,55579.3,22442.37,31155.93,40911.02,7621.65,236679.92,12241.15013,12508,11348,3231,4575
7/2/2011,19876.91,20427.77,14024.31,8716.95,1121.73,40381.27,15219.27,23036.19,31325.65,6020.36,180150.41,12428.55962,11681,8395,2000,4575
7/3/2011,25518.99,24228.48,15458.3,8072.95,1064.55,66785.06,19056.74,30041.06,36202.42,8378.52,234807.07,14614.03997,12333,9167,1844,4575
7/4/2011,40333.8,26505.22,21000.14,12464.07,1831.04,99300.6,26068.21,35728.88,45494.77,11849.27,320576,17784.79989,13552,10648,2452,4575
7/5/2011,47563.77,42599.47,27175.98,19261.68,1534.62,198974.17,37897.62,44318.94,64484.25,20345.1,504155.6,31496.63025,18992,15010,3203,4575
7/6/2011,43764.76,40665.53,25204.4,13349.17,2270.93,129331.1,33869.87,43664.26,58780.16,14728.33,405628.51,39370.64057,17254,14918,3982,4575
7/7/2011,37520.34,32805.19,18941.09,12115.05,2040.56,93367.16,22392.38,33085.78,51318.59,12265.12,315851.26,36077.22984,14716,11986,3052,4575
7/8/2011,33109.67,29606.46,18410.04,11178.35,1732.35,81268.19,20533.44,29821.67,37804.5,6752.73,270217.4,24440.74996,17336,10700,2655,4575
7/9/2011,31505.21,27233.84,18353.64,8247.51,2078.38,65715.94,20767.48,27845.41,37966.66,8264.96,247979.03,19842.96984,12272,10535,2196,4575
7/10/2011,45313.27,36245.93,25214.24,10455.17,2063.38,82543.11,28930.21,35024.52,50697.23,10265.06,326752.12,24638.90989,13625,13601,2309,4575
7/11/2011,49336.89,41801.1,27010.72,15361.55,1857.95,111701.77,33182.86,37579.78,70957.12,12849.46,401639.2,32947.51948,16247,15844,3038,4575
7/12/2011,51951.14,42769.15,24839.13,18820.5,2727.59,152154.38,36621.75,35362.29,69158.7,14319.5,448724.13,30713.52984,16709,13477,3973,4575
7/13/2011,63802.03,41516.62,32961.43,24035.35,2584.97,201953.25,50131.76,31746.59,88685.2,12555.29,549972.49,28977.89997,16481,12788,4266,4575
7/14/2011,36669.35,33558.94,18063.52,13047.95,2558.34,68693.31,25453.06,29251.07,51684.56,7647.32,286627.42,24176.45996,15369,11163,4477,4575
7/15/2011,38320.29,33277.14,19223.88,9168.99,1937.32,60015.43,23685.37,27232.14,47348.71,7382.14,267591.41,22754.06994,14637,10586,2363,4575
7/16/2011,37174.74,32149.01,19342.97,11500,2442.53,57165.59,23513.32,33007.84,48016.09,6252.55,270564.64,20480.43979,13250,10401,2413,4575
7/17/2011,65811.23,7789.79,27633.18,15734.01,2816.44,106327.09,35313.03,85711.49,67960.09,14810.02,429906.37,27201.97948,15315,11667,2855,4575
7/18/2011,45572.07,43460.59,22574.56,15972.45,2594.92,132546.78,30628.08,39068.02,59814.81,18095.49,410327.77,35349.38987,17688,13231,3954,4575
7/19/2011,44526.9,39570.91,22067.36,16387.05,2387.55,131895.31,31891.89,30695.37,66233.78,14465.8,400121.92,34902.04981,17705,13128,3521,4575
7/20/2011,57738.41,42951.86,24859.75,20981.78,2675.52,261660.35,40970.6,34611.11,79823.02,25056.23,591328.63,31559.45033,16743,12716,3949,4575
7/21/2011,41334.46,37536.03,20373.01,13589.77,3046.05,116808.14,27045.96,29775.91,56083.87,13304.08,358897.28,26157.74007,16744,13982,3948,4575
7/22/2011,38897.99,31413.38,20483.13,12491.19,2977.41,96243.7,28636.87,26747.45,48054.85,10365.12,316311.09,23278.21994,15878,12747,2807,4575
7/23/2011,33352.14,29633.46,18952.21,13729.94,2177.32,75166.94,24377.65,24891.96,44993.71,7432.77,274708.1,20445.60004,13739,11338,2324,4575
7/24/2011,49312.54,37488.88,23169.4,16580.2,2884.69,101299.51,34682.88,38672.15,66382.84,11646.07,382119.16,25688.44035,15811,13724,2852,4575
7/25/2011,52751.15,44765.36,28823.12,20858.75,3303.26,170452.13,39289.43,43315.6,83080.89,19056.77,505696.46,33969.80075,19836,19043,3751,4575
7/26/2011,58887.6,45252.23,34152.76,24719.4,3599.44,198821.48,50792.93,41039.5,85885.29,14843.48,557994.11,30906.03054,21169,29208,3780,4575
7/27/2011,74222.96,57789.36,46672.95,35011.06,4043.12,269925.48,53641.13,45390.95,113384.7,20645.13,720726.84,27442.62966,23310,36492,5554,4575
7/28/2011,43142.92,38466.48,29931.1,16815.52,2974.73,161251.38,32126.42,34586.03,63398.61,13925.21,436618.4,25655.76021,22170,28447,5455,4575
7/29/2011,37198.35,35968.72,31275.82,16989.36,3425.33,119840.25,29125.39,28153.94,53923.9,10497.54,366398.6,23227.14997,21465,29280,4265,4575
7/30/2011,36153.9,31066.77,32853.36,11862.28,3735.31,102569.19,25761.41,26759.84,48415.64,9912.59,329090.29,20727.63006,23358,36235,3103,4575
7/31/2011,57654.68,44023.58,67786.87,21678.61,4858.63,141054.38,42587.18,36596.17,75957.35,12573.75,504771.2,28386.60018,33245,82079,3949,4575
8/1/2011,59994.26,48672.64,44854.75,26077.02,2179.48,233580,51054.55,38676.58,86951.64,24532.32,616573.24,35778.67958,26723,50648,5259,3039
8/2/2011,58500.15,44107.17,25490.81,24839.83,2135.96,247150.29,44516.11,34198.22,76140.21,16397.25,573476,37920.71979,21414,12428,5535,3039
8/3/2011,79474,46975.91,30622.15,38098.49,2118.06,401113.51,65330.06,40525.22,96874.84,21054.71,822186.95,35957.26034,19640,12346,6206,3039
8/4/2011,36316.75,33350.37,17290.42,15711.67,2632.76,110576.87,27114.1,29453.26,54903,9967.41,337316.61,33819.20007,16859,10731,6346,3039
8/5/2011,32610.68,26954.01,14780.11,11251.17,2168.4,84381.71,22205.92,28509.33,38225.86,8804.28,269891.47,33768.50046,15863,9455,3025,3039
8/6/2011,34419.93,30073.99,17213.73,13024.14,1881.34,70076.26,23079.18,26578.55,36978.47,6332.89,259658.48,30018.00979,14893,9290,2435,3039
8/7/2011,47449.81,37159.3,18681.44,17056.25,2153.13,96434.84,31796.99,40472.48,53850.15,9879.5,354933.89,46715.1099,17180,11636,3070,3039
8/8/2011,43347.05,40291.83,23461.14,17189.84,1651.29,141593.34,34798.67,37732.37,62191.99,14290.63,416548.15,50770.31,18200,12284,3842,3039
8/9/2011,47990.21,41682.78,25392.51,21004.38,1890.83,159805.41,37539.73,34110.05,60315.73,13181.49,442913.12,48078.57883,21238,17685,4609,3039
8/10/2011,47332.08,40484.66,25299.19,22521.44,2919.56,181095.4,36428.99,34823.75,60284.58,13118.9,464308.55,45079.58061,22550,17449,4711,3039
8/11/2011,34622.21,31434.79,16381.01,14113.14,1988.09,133992.44,22808.4,27965.84,43215.11,11295.56,337816.59,36499.24046,17383,10051,4569,3039
8/12/2011,29731.69,26888.73,15395.65,10633.75,2067.3,94899.01,28299.12,25156.81,36431.57,7327.97,276831.6,29505.48969,14547,9331,3592,3039
8/13/2011,31783.19,27596.6,14693.27,10260.24,1634.48,81759.87,24487.89,28584.55,37365.98,8863.12,267029.19,26901.82031,13271,9568,2642,3039
8/14/2011,45151.17,44523.93,20618.99,18415.26,2419.05,111971.64,32882.97,41366.9,56341.79,11697.22,385388.92,34867.88923,15157,11482,3666,3039
8/15/2011,52561.59,40844.8,26313.53,21442.17,2036.92,185325.73,38533.66,38686.9,62317.14,17557.38,485619.82,41684.23111,17852,13807,4663,3039
8/16/2011,45944.57,42943.68,23849.58,21451.46,2690.5,184336.5,38389.97,38986.91,60374.3,13309.87,472277.34,39776.02004,17761,12809,4799,3039
8/17/2011,56058.38,48362.92,27841.94,27279.93,2457.27,228755.56,45510.47,37425.41,73743.76,16969.74,564405.38,36980.33963,17974,13971,5322,3039
8/18/2011,35045.18,30738.31,18664.49,14594.62,3070.87,141300.68,27116.59,32274.19,44437.26,11321.17,358563.36,35109.00981,15807,13817,5262,3039
8/19/2011,32714.89,30157.24,18246.72,12535.78,3231.05,109540.84,22222.98,28721.18,35827.53,8421.53,301619.74,31086.85976,14463,11626,2946,3039
8/20/2011,31103.06,25062.14,17867.28,10347.91,2240.58,107098.15,27479.39,29389.81,36939,7122.96,294650.28,28008.72055,13473,10206,2533,3039
8/21/2011,42685.98,36925.43,21628.86,18708.23,2264.28,224663.33,35616.38,38820.11,54063.89,14938.78,490315.27,36935.05067,16039,12037,3158,3039
8/22/2011,45522.56,36875.77,24416.06,22545.47,2524.02,255268.1,39375.35,37574.4,63043.05,15625.04,542769.82,48711.45973,18495,15021,4105,3039
8/23/2011,60743.95,36715.79,26499.27,29591.79,3074.57,347797.75,49259.6,33150.7,68616.2,15118.99,670568.61,46766.24015,17814,13498,4376,3039
8/24/2011,78610.53,37277.44,31926.01,39882.14,2569.64,654482.04,60087.02,31121.01,95319.78,25818.76,1057094.37,35573.0902,18893,12428,4367,3039
8/25/2011,32798,30414.12,19293.1,11906.35,2769.87,118432.28,22757.44,29440.34,45035.7,9159.15,322006.35,32571.63982,20455,10535,6597,3039
8/26/2011,27837.24,26095.25,15373.77,9918.13,1263.35,78962.14,21301.91,27244.33,38393.01,6023.47,252412.6,27102.36966,19897,8879,2706,3039
8/27/2011,21089.67,5589.79,12596.54,6804.14,1062.37,95869.69,17449.54,39696.89,37779.5,34347.75,272285.88,27594.31999,14974,8385,2563,3039
8/28/2011,43529.01,41208.66,21514.13,14393.27,2524.98,130114.59,26169.79,42926.58,52383.07,11927.22,386691.3,32735.02946,16892,11399,2790,3039
8/29/2011,38926,36343.82,21594.22,14220.07,3285.37,121567.28,29704.62,34744.75,50096.42,9165.26,359647.81,34644.47034,19298,13519,3438,3039
8/30/2011,37040.41,36834.93,26011.57,13691.09,4240.53,130421.79,30075.68,32977.8,52374.89,9241.04,372909.73,36938.03999,19821,15988,3569,3039
8/31/2011,41445.08,36245.35,32414.69,18752.27,7326.2,166119.94,34922.45,33032.9,59781.29,12489.17,442529.34,35805.18958,23382,22099,4155,3039
9/1/2011,28123.89,31490.68,18450.64,11633.83,1199.1,131636.65,25339.65,27296.77,40200.48,13146.78,328518.47,32741.86969,16991,11502,4266,5445
9/2/2011,32120.09,27892.34,16933.03,10436.04,1358.77,90444.97,25830.89,25279.42,46164.49,8883.73,285343.77,27785.12001,14298,10072,2975,5445
9/3/2011,26976.93,26060.12,17228.65,10150.73,617.84,78098.98,23096.54,28363.77,38602.73,7872.15,257068.44,25927.33035,14113,10329,2426,5445
9/4/2011,35414.06,32135.62,20725.31,11414.2,1248.25,105116.13,30776.1,37010.62,43047.32,10078.09,326965.7,31422.24998,15173,12068,2463,5445
9/5/2011,62595.89,57571.85,33886.01,22181.49,1644.6,233259.42,56852.44,54002.2,74613.61,19191.49,615799,37616.53003,19707,16759,4532,5445
9/6/2011,59608.44,48716.55,33296.96,39399.65,1654.17,560758.4,59524.06,48121.5,88888.34,36986.3,976954.37,42095.14966,22547,18128,6080,5445
9/7/2011,61497.01,50377.55,29496.04,23145.78,2069.43,224301.01,59282.93,45403.45,69503.23,17771.72,582848.15,39593.03987,19618,16667,6404,5445
9/8/2011,27582.15,29599.82,18298.23,8004.15,2217.61,98002.93,23990.91,27101.5,35912.9,8681.3,279391.5,34632.68082,15171,12089,4310,5445
9/9/2011,25515.59,21674.46,17914.81,9700.89,1448.87,73178.14,19970.46,21831.83,28860.96,6889.79,226985.8,27993.35014,14626,10700,2493,5445
9/10/2011,23350.91,26920.67,16558.98,10272.5,2092.96,61481.75,22288.97,23238.49,32107.79,6300.42,224613.44,23904.04029,13953,11358,2103,5445
9/11/2011,35423.63,34053.33,24029.11,12531.49,2515.36,91760.72,28044.96,32662.58,44028.29,10869.19,315918.66,29861.91955,16101,16368,2729,5445
9/12/2011,34845.57,32944.86,25423.67,12794.17,1656.89,132534.91,29899.8,31203.41,45323.13,11868.42,358494.83,34198.61965,17486,16770,2951,5445
9/13/2011,34581.77,29682.33,21117.58,15285.03,1989.21,134853.93,30687.05,24778.11,46582.35,13188.64,352746,33474.47983,15667,13210,3455,5445
9/14/2011,39740.95,32302.54,19332.45,16033.96,2087.55,171463.36,35326.27,28571.43,53258.48,9537.45,407654.44,29450.39016,16246,12603,3496,5445
9/15/2011,34408.95,34832.34,21517.7,16460.07,1819.29,184577.33,28429.37,32110.11,45194.65,16860.5,416210.31,26356.48986,16124,14249,4485,5445
9/16/2011,29563.76,22800.88,20275.61,10334.34,1778.48,133503.12,23811.87,20127.9,40580.84,11113.95,313890.75,21522.78984,14452,12788,2637,5445
9/17/2011,30684.02,23379.03,19653.34,9784.38,1494.12,144460.22,24526.75,23563.75,32577.17,13365.42,323488.2,20684.15978,13216,12603,2094,5445
9/18/2011,41917.75,5818.61,26973.95,17557.27,2308.19,182830.09,37811.59,57259.05,58109.46,22641.59,453227.55,27157.59043,15767,16410,3215,5445
9/19/2011,42691.06,31720.79,31441.26,20879.34,2548.03,281644.84,42484.89,30434.6,61527.01,24920.53,570292.35,31075.19011,17849,19980,4114,5445
9/20/2011,53325.55,29289.25,35665.1,25694.59,2653.99,383745.97,45599.24,30753.19,67760.87,26994.13,701481.88,29923.50039,17919,22582,4370,5445
9/21/2011,77086.93,36396.93,46617.1,42792.97,2114.4,828238.4,71594.77,31114.5,100610,45086.31,1281652.31,27764.7696,20042,24187,5721,5445
9/22/2011,30887.4,27184.91,24755.62,11461.5,1871.21,129475.92,24752.02,20628.68,41493.27,18985.54,331496.07,24986.41007,18654,22480,5453,5445
9/23/2011,28589.58,24126.28,25243.71,11389.83,1796.19,99990.54,29453.75,21214.93,35893.41,16147.03,293845.25,21829.14014,19353,23159,3033,5445
9/24/2011,30310.98,25252.16,30569.77,13649.35,1243.36,100013.79,25327.24,24825.44,36160.33,18528.59,305881.01,21496.39994,20629,27418,2852,5445
9/25/2011,50234.83,45973.05,57546.78,23641.7,1873.47,267378,48067.62,45596.31,66770.94,20678.67,627761.37,27052.65984,28800,57747,3750,5445
9/26/2011,45503.3,41072.9,68969.5,20466.81,3314.32,234246.57,38661.46,37214.56,66724.19,22519.03,578692.64,31275.30026,31588,82593,4554,5445
9/27/2011,38032.79,34381.41,30964.19,18357.09,2597.64,188203,32299.77,32381.02,52864.45,19124.82,449206.18,28685.09038,22491,23405,4489,5445
9/28/2011,55336.53,39479.66,32599.27,28963.35,2892.12,430517.72,50793.64,36408.7,78937.53,30320.9,786249.42,26160.90986,23831,20720,4167,5445
9/29/2011,35151.49,23211.99,20990.2,10468.79,3545.68,83894.38,22957.43,22536.56,36139.89,9771.52,268667.93,23494.69033,22452,12963,3489,5445
9/30/2011,30373.94,27044.5,23920.22,10573.36,5682.72,93968.92,25072.08,23154.97,42194.7,15337.83,297323.24,17539.05021,16289,14465,2482,5445
10/1/2011,28041.19,24898.67,19611.48,8259.43,729.29,64627.47,24051.7,26434.6,33688.21,13475.96,243818,17925.42976,25534,11085,1256,94937
10/2/2011,43612.09,39072.86,27057.85,14179.2,1272.96,124134.84,36366.08,40341.77,56384.73,23895.5,406317.88,21265.81,29198,13758,1492,94937
10/3/2011,34423.61,53556.61,25008.98,10433.37,1777.44,138755.57,33225.11,24264.67,60194.29,38158.81,419798.46,35567.45978,30612,14120,1822,94937
10/4/2011,25633.91,48343.59,20902.85,8054.56,1472.73,178576.03,23080.64,18688.78,52901.98,46640.83,424295.9,37355.82018,29851,13225,2374,94937
10/5/2011,47630.91,42550.72,29781.32,19982.28,1735.83,253829.85,46709.31,38456.02,68858.6,19497.41,569032.25,31403.81981,30526,14833,3282,94937
10/6/2011,30071.87,27395.62,20622.95,11865.49,1481.04,87383.67,29146.08,28159.48,39348.42,9569.06,285043.68,27084.34013,23259,11014,3781,94937
10/7/2011,28309.33,26263.98,17461.74,11717.49,1374.02,62891.74,22596.67,26445.9,30629.25,7886.68,235576.8,23337.46018,21921,9929,2861,94937
10/8/2011,24729.85,26046.73,18417.33,9891.83,1147.74,64685,26153.17,26923.28,28273.26,8046.11,234314.3,22567.89993,21372,9999,1994,94937
10/9/2011,38708.82,38144.88,27336.9,14051.4,1254.38,88332.38,29344.49,41692.08,46068.35,11194.54,336128.22,28854.87969,25533,14160,2516,94937
10/10/2011,47747.2,48899.63,30467.09,17445.72,1473.89,146044.46,37841.31,41738.55,54999.44,16791.12,443448.41,35419.97991,28565,15165,3522,94937
10/11/2011,44931.12,40765.65,26841.14,15017.99,1641.02,136452.84,40570.11,39968.5,53787.92,14057.36,414033.65,36377.30971,28628,14130,3941,94937
10/12/2011,51074.62,43178.5,32766.66,19361.88,2298.95,158202.93,50330.98,39306.25,65680.56,12915.03,475116.36,37521.50039,29020,14652,3656,94937
10/13/2011,35624.45,31897.69,24168.28,16572.9,2142.56,170717.41,35126.69,29035.44,48656.34,13066.86,407008.62,32606.27965,26768,13457,4367,94937
10/14/2011,33879.97,29191.11,21398.74,14835.47,3233.62,115580.58,29011.65,29543.38,41509.23,9969.42,328153.17,26912.00976,25982,12321,3802,94937
10/15/2011,34181.27,32473.48,23515.37,12593.15,1794.83,110268.46,27622.07,32971.38,35431.43,7529.08,318380.52,24833.31026,24372,13849,2865,94937
10/16/2011,46905.88,46280.67,30522.6,17781.06,2347.42,147148.27,41343.63,43280.72,55288.89,14012.24,444911.38,32610.05009,27899,16120,3440,94937
10/17/2011,50136.01,48859.67,31270.52,24784.24,2283.15,224437.56,41197.51,38484.35,66087.81,16250.26,543791.08,35474.54967,29004,16049,2878,94937
10/18/2011,55319.77,41102.6,32447.98,21271.12,2213.29,258323.25,48099.52,38179.56,66960.88,17357.85,581275.82,30167.82995,29349,18803,2194,94937
10/19/2011,77204.09,55635.62,40036.76,33679.25,2239.06,534229.5,74125.78,44894.61,99079.69,28635.44,989759.8,26701.13013,29292,18190,5152,94937
10/20/2011,33571.43,37270.84,27391.05,15232.53,1589.21,134961.16,34197.5,29218.97,49208.45,12339.24,374980.38,23624.8203,26950,15678,6130,94937
10/21/2011,32354.18,36409.79,29169.26,10769.86,1747.11,89452.94,28228.06,23780.1,39499.48,8110.99,299521.77,12781.29996,25699,18723,2774,94937
10/22/2011,35367.53,33151.33,30927.37,10941.51,1846.37,91493.11,28326.54,31147.91,40122.13,8399.53,311723.33,14118.77989,24283,19838,2221,94937
10/23/2011,50222.07,6268.22,44057.13,18974.26,4273.55,117523.86,50768.35,85712.94,62709.34,11246.42,451756.14,23577.03,28491,26652,3188,94937
10/24/2011,55573.62,53766.33,45482.19,19305.1,2830.45,192834.18,51893.34,41835.78,70985.81,16870.63,551377.43,26113.87043,33095,31064,4195,94937
10/25/2011,58314.09,58597.21,51843.63,23685.04,3203.39,192045.07,57608.62,39430.24,70715.42,14029.23,569471.94,24413.03,34447,33395,4785,94937
10/26/2011,75316.73,60389.9,67201.59,27477.92,4629.1,248513.11,68313.65,43559.69,83835.59,21119.6,700356.88,31647.33008,34119,37465,5637,94937
10/27/2011,44628.91,41400.59,72565.19,15671.78,3620.38,162777.09,35762.53,32001.66,55772.39,14879.8,479080.32,28992.51948,43505,61866,5801,94937
10/28/2011,36385.85,39564.25,87159.12,12869.18,1762.54,121782.35,31933.83,29094.46,43268.03,10939.18,414758.79,27528.46008,39687,64298,3881,94937
10/29/2011,50267.52,39726.3,32435.18,14936.51,3605.32,116791.36,33154.56,37739.09,43588.71,11513.52,383758.07,29272.35983,30381,21376,3639,94937
10/30/2011,64003.54,57694.65,41010.57,19438.26,4372.7,146120.68,53916.45,52610.23,64349.65,15430.97,518947.7,42019.00992,34461,20883,3172,94937
10/31/2011,54159.69,56500.53,38062.55,19224.85,6048.48,154413.25,45512.18,38035.82,67284.87,13266.09,492508.31,46417.38025,47131,29184,4079,94937
11/1/2011,66878.12,64346.25,36456.23,21465.01,1950.44,236646.47,54001.61,47157.74,86243.21,19761.99,634907.07,59069.39982,39068,19768,5050,112738
11/2/2011,90386.67,75612.02,48420.92,32398.85,2606.08,448618.12,77545.25,51733.2,96978.53,30285.26,954584.9,56904.21041,43320,24773,6196,112738
11/3/2011,90311.3,76973.01,43938.8,33664.16,4838.66,354610.49,87288.24,51114.21,90893.03,23462.86,857094.76,39660.0501,36631,19074,7724,112738
11/4/2011,51812.26,44279.15,28367.39,19825.41,3827.21,191577.83,44732.69,31849.6,59697.06,12944.32,488912.92,31857.1198,33824,16029,7063,112738
11/5/2011,64782.51,58404.51,36403.62,23336.11,2072.07,195820.69,52381.81,49406.39,58157.98,16426.39,557192.08,44943.73992,36006,19476,4302,112738
11/6/2011,98032.51,86267.88,46151.58,37762.96,2569.73,413226.13,84341.73,67634.52,89372.06,31155.53,956514.63,76013.51017,39642,21114,5374,112738
11/7/2011,121959.97,86418.01,54068.09,53746.05,4523.88,799866.74,107249.59,64305.4,111782.37,39188.29,1443108.39,70980.82023,42592,22341,10305,112738
11/8/2011,93787.12,77355.94,45486.6,37689.12,3098.54,503000.99,94476.18,54693.05,95647.15,34541.75,1039776.44,60653.35998,40409,21366,11888,112738
11/9/2011,124046.3,83472.44,59740.56,49347.51,3941.61,628380.55,110833.13,58646.24,114575.62,36404.6,1269388.56,49653.52953,41264,25376,9647,112738
11/10/2011,76940.35,70391.35,39301.8,31462.67,2322.65,314740.87,62500.63,47558.89,62615.61,24917.43,732752.25,59616.99952,36322,20431,10460,112738
11/11/2011,76119.73,66600.09,35181.96,31787.64,3509.63,289438.81,68139.65,52002.93,67496.53,21640.61,711917.58,50589.29931,44140,28059,7321,112738
11/12/2011,96499.55,75763.13,51594.2,34631.53,6323.98,304937.25,85452.99,69583.45,80322.78,25116.59,830225.45,60845.3696,44515,31295,6596,112738
11/13/2011,164523.87,134989.31,74313.99,58022.19,11276.89,533662.36,135294.35,108617.76,131218.23,38265.6,1390184.55,99672.90968,47039,38651,9026,112738
11/14/2011,142623.49,119372.28,70473.97,55976.04,15241.23,455212.26,113549.53,70329.77,131160.32,33968.26,1207907.15,95751.38872,51083,38561,11221,112738
11/15/2011,201817.79,155248.9,79138.32,73878.95,34990.56,807745.87,159027.58,94326.33,159911.9,54822.8,1820909,87826.84019,65535,44370,12357,112738
11/16/2011,284124.54,185588.22,101226.69,105654.75,63211.45,1199752.41,225259.71,145521.38,207096.12,73619.41,2591054.68,76456.84843,75651,36882,19994,112738
11/17/2011,112677.59,99576.7,58770.16,47527.31,38256.53,377151.57,103467.49,80337.15,97547.77,32621.26,1047933.53,60226.79925,71562,31054,20340,112738
11/18/2011,108385.86,99994.32,54067.78,47644.02,41673.65,328759.61,108960.73,71967.79,97241.47,28978.18,987673.41,55848.70024,77465,29225,10510,112738
11/19/2011,167972.84,127437.28,71252.56,62283.34,68831.99,584857.35,119740.72,109937.95,110082.12,49544.17,1471940.32,98297.55092,66383,29566,11580,112738
11/20/2011,266473.58,209086.92,119242.6,89503.28,103817.35,905914.73,207564.04,162098.15,191357.21,74361.4,2329419.26,145774.3085,82059,46400,15736,112738
11/21/2011,244411.46,174444.61,110895.24,93116.9,74176.59,932069.51,202121.32,119217.04,187781.11,60698.32,2198932.1,125811.5713,84974,47234,20046,112738
11/22/2011,148763.41,133160.1,74385.79,57062.3,55574.58,511249.55,114001.48,85216.69,104266.23,51188.74,1334868.87,79114.76094,73247,42701,18393,112738
11/23/2011,142408.55,115722.67,59369.37,46703.19,52184.7,360466.29,111786.93,86979.3,93377.68,37160.3,1106158.98,61717.44982,63126,25858,11822,112738
11/24/2011,123600.67,92059.41,40869.92,40293.43,41146.84,261426.72,81060.38,81655.8,64324.92,25487.61,851925.7,54840.79011,53584,16492,6720,112738
11/25/2011,258507.37,196639.84,92620.49,94287.85,91964.71,792404.1,160586.96,145486,149341.12,80423.47,2062261.91,132051.6598,69057,30873,12273,112738
11/26/2011,316543.15,219743.68,112122.64,98356.88,101685.51,778111.08,197091.82,176592.93,172235.18,73226.75,2245709.62,166860.7578,80208,38621,15928,112738
11/27/2011,617402.02,380106.67,215096.36,202626.68,215322.37,2047127.2,374463.85,365544.56,352261.51,97587.75,4867538.97,239245.0783,112162,68348,23713,112738
11/28/2011,562348.74,337663.09,177763.08,209686.73,156710.91,1738005.74,351535.71,316886.52,327820.51,91371.08,4269792.11,290919.5295,127566,59695,38841,112738
11/29/2011,522778.56,358984.68,173894.24,175494.74,155670.87,1280846.12,367182.11,268319.43,325283.42,59176.48,3687630.65,265644.8333,122417,60479,35394,112738
11/30/2011,795327.8,523697.12,299535.06,301657.15,209364.95,2645151.2,543448.85,366578.75,492276.57,108329.91,6285367.36,264327.9679,158834,97593,39733,112738
12/1/2011,332528.87,231206.12,120725.46,101167.59,87329.27,679639.2,210280.93,179250.17,191290.16,25597.75,2159015.52,234758.5166,141648,62147,46935,89004
12/2/2011,301204.55,223067.2,105403.63,92342.52,77080.88,553991.6,199707.21,167387.75,170474,20844.37,1911503.71,179374.6217,132989,40118,15374,89004
12/3/2011,436615.57,311560.08,143351.88,127322.99,126622.29,774303.64,269464.24,251517.36,228247.73,33901.37,2702907.15,195411.5211,113642,43797,16875,89004
12/4/2011,827892.66,588019.26,273108.43,279228.13,215670.91,2536353.46,524909.88,478234.2,458147.36,102918.55,6284482.84,266288.8074,158104,68127,26256,89004
12/5/2011,531115.65,420586.57,187686.66,173596.98,142210.53,1179613.03,357305.75,305468.79,300528.36,60056.29,3658168.61,184939.66,198112,62348,37720,89004
12/6/2011,556676.63,431089.37,197223.35,171329.95,142804.4,1100792.01,381785.2,300219.44,310122.11,51660.36,3643702.82,175227.7704,125540,69815,23723,89004
12/7/2011,639648.94,469531.86,238205.51,226542.29,137953.64,1912230.25,437077.24,313224,360905.17,79521.43,4814840.33,173990.3492,178575,77343,26767,89004
12/8/2011,460008.8,367873.36,146672.99,138228.85,94306.01,930516.56,304031.88,244758.69,239185.2,49967.73,2975550.07,159274.0416,107794,50128,31197,89004
12/9/2011,411233.48,318394.54,132937.44,118535.72,71521.25,749917.19,256182.95,220961.77,208380.28,30747.27,2518811.89,112383.2513,89784,45877,18484,89004
12/10/2011,505734.65,359737.8,166686.8,153319.76,108120.25,864273.36,291862.89,311321.72,243658.91,39278.2,3043994.34,112001.4488,86545,51294,19311,89004
